Time,Air Flow Rate,HF-N,HF-E,HF-S,HF-W,NG Flow Rate,HRR_ideal,HRR_cal,K_smoke,T_duct,rho_duct,V_duct,MF_duct,O2_duct_dry,CO2_duct_dry,CO_duct_dry,H2O_duct,H2O_amb,RH,T_amb,Hydrogen Cyanide,U_Hydrogen Cyanide,Sulfur Dioxide,U_Sulfur Dioxide,Hydrogen Chloride,U_Hydrogen Chloride,Hydrogen Fluoride,U_Hydrogen Fluoride,Hydrogen Bromide,U_Hydrogen Bromide,Acrolein,U_Acrolein,Formaldehyde,U_Formaldehyde,Nitric Oxide,U_Nitric Oxide,Nitrogen Dioxide,U_Nitrogen Dioxide,Ammonia,U_Ammonia,Methane,U_Methane,Water_%,U_Water_%,Ethene,U_Ethene,Propene,U_Propene,Carbon Dioxide_Low,U_Carbon Dioxide_Low,Ethane,U_Ethane,Propane,U_Propane,Acetylene,U_Acetylene,"1,3-Butadiene","U_1,3-Butadiene",IsoButene,U_IsoButene,n-Pentane,U_n-Pentane,Ethanol,U_Ethanol,Nitrous Oxide,U_Nitrous Oxide,NOx,U_NOx
s,L/min,kW/m2,kW/m2,kW/m2,kW/m2,L/min,kW,kW,1/m,C,kg/m3,m/s,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,%,C,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
430,198.4,0.251,0.243,0.106,0.090,82.9,49.1,53.0,0.001395,40.4,1.12,9.84,2.01,0.20769,0.001408,0.000002,0.009394,0.012775,45.0,25.7,-0.075,0.019,-0.069,0.341,0.021,-0.008,0.039,-0.096,0.026,0.007,-0.184,0.353,-0.003,0.004,0.173,0.156,0.107,-0.099,0.019,0.000,-0.280,0.201,0.101,0.006,-0.041,-0.003,0.005,-0.011,469.775,11.459,-0.026,0.008,-0.235,0.009,0.078,0.291,-0.053,-0.002,-0.014,-0.002,0.010,0.004,0.041,0.003,-0.004,0.006,0.280,0.000
440,198.4,0.254,0.244,0.115,0.090,83.2,49.3,54.6,0.00181,40.4,1.12,9.74,1.99,0.207649,0.001426,0.000002,0.0094,0.012793,45.0,25.7,-0.010,0.035,0.030,0.315,0.052,0.004,-0.101,0.032,-0.050,0.005,-1.408,0.364,0.046,0.005,0.362,0.098,0.368,-0.119,0.004,0.004,-0.224,0.204,0.109,0.011,-0.014,0.002,-0.102,0.008,464.850,11.176,-0.019,0.008,-0.173,0.010,0.158,0.295,0.004,-0.003,-0.040,-0.002,-0.007,0.004,0.047,0.003,-0.009,0.005,0.730,0.000
450,198.4,0.259,0.249,0.114,0.088,83.1,49.2,53.8,0.001424,40.3,1.12,9.79,2.00,0.207689,0.001408,0.000002,0.009386,0.012802,45.0,25.7,-0.029,0.023,-0.077,0.455,-0.021,-0.027,-0.091,0.043,-0.013,0.003,-0.706,0.346,-0.007,0.003,0.218,0.054,0.197,-0.013,-0.011,-0.001,-0.344,0.194,0.106,0.007,0.037,0.002,0.021,0.006,462.350,10.795,-0.003,0.008,-0.202,0.009,0.110,0.292,0.024,-0.002,-0.067,-0.001,0.006,0.004,0.030,0.002,-0.005,0.009,0.415,0.000
460,198.4,0.265,0.243,0.113,0.090,82.7,49.0,53.0,0.001733,40.2,1.12,9.70,1.99,0.207704,0.001402,0.000002,0.009366,0.0128,45.0,25.7,-0.003,0.033,0.003,0.436,-0.029,0.002,-0.170,0.019,0.019,0.005,0.933,0.392,0.000,0.006,0.208,0.119,0.094,-0.050,-0.017,-0.003,-0.287,0.183,0.112,0.010,0.009,-0.002,-0.042,-0.007,460.467,10.425,0.010,0.009,-0.179,0.010,0.132,0.279,-0.043,0.004,-0.072,0.003,-0.006,0.005,0.068,0.004,-0.013,0.007,0.301,0.000
470,198.4,0.257,0.240,0.109,0.089,83.0,49.2,53.7,0.001298,40.1,1.12,9.70,1.99,0.207689,0.001404,0.000002,0.009364,0.012742,45.0,25.7,-0.030,0.029,0.007,0.345,-0.043,0.019,-0.016,-0.018,0.023,0.004,0.877,0.302,0.025,0.005,0.155,0.116,-0.322,-0.098,-0.039,-0.002,-0.428,0.190,0.090,0.009,0.004,0.000,0.015,-0.001,459.225,9.675,-0.024,0.007,-0.207,0.008,0.163,0.279,-0.004,0.006,-0.089,0.004,0.004,0.004,0.043,0.003,-0.007,-0.001,-0.167,0.000
480,198.4,0.260,0.241,0.109,0.087,82.8,49.1,52.5,0.00179,40.3,1.12,9.68,1.98,0.20772,0.001392,0.000002,0.009354,0.012689,45.0,25.7,0.089,0.028,0.051,0.416,0.001,-0.014,-0.078,0.038,-0.042,0.005,-1.921,0.262,-0.024,0.003,0.211,0.188,-0.221,-0.096,-0.023,-0.003,-0.140,0.174,0.103,0.009,0.019,0.002,0.017,0.007,464.800,10.258,-0.041,0.006,-0.216,0.007,0.132,0.276,-0.056,0.012,-0.019,0.009,0.018,0.003,0.018,0.003,-0.007,-0.003,-0.010,0.000
490,198.4,0.262,0.253,0.116,0.091,83.0,49.2,52.9,0.001744,40.3,1.12,9.69,1.98,0.207686,0.001404,0.000002,0.009359,0.012694,45.0,25.7,0.009,0.023,0.135,0.404,0.026,-0.017,0.033,0.112,0.000,0.005,-0.554,0.260,-0.011,0.002,0.136,0.122,-0.303,0.023,0.000,0.001,-0.323,0.195,0.099,0.007,0.017,0.001,-0.029,0.003,462.163,10.110,-0.026,0.006,-0.223,0.007,0.115,0.296,-0.033,-0.003,-0.050,-0.003,0.014,0.003,0.021,0.002,-0.010,0.005,-0.166,0.000
500,198.4,0.262,0.248,0.110,0.092,82.8,49.1,53.4,0.00193,40.4,1.12,9.73,1.99,0.207678,0.001412,0.000002,0.00936,0.012704,45.0,25.7,-0.011,0.034,0.043,0.505,0.074,-0.023,-0.370,-0.080,-0.033,0.007,-1.291,0.386,0.004,0.004,0.159,0.199,-0.024,0.075,-0.037,-0.001,-0.495,0.208,0.098,0.010,-0.040,-0.001,-0.019,-0.003,462.050,9.388,-0.044,0.008,-0.184,0.010,0.094,0.282,-0.092,0.013,-0.026,0.010,-0.003,0.005,0.069,0.000,-0.007,0.001,0.135,0.000
510,198.4,0.268,0.251,0.107,0.091,83.1,49.3,52.0,0.001681,40.3,1.12,9.71,1.99,0.207725,0.001405,0.000002,0.009358,0.012713,45.0,25.7,-0.074,-0.006,0.048,-0.196,0.050,-0.021,0.057,-0.099,-0.003,-0.006,-0.532,-0.380,-0.008,-0.005,0.176,-0.049,0.849,-0.246,0.002,-0.007,-0.241,0.145,0.122,-0.001,0.038,-0.008,0.039,-0.027,450.975,8.840,-0.016,-0.008,-0.184,-0.010,0.271,-0.129,-0.037,-0.017,0.003,-0.013,0.028,-0.004,0.079,-0.006,-0.008,-0.002,1.025,0.000
520,198.4,0.266,0.258,0.102,0.097,82.7,49.0,50.4,0.00168,40.1,1.12,9.82,2.01,0.20778,0.001395,0.000002,0.009399,0.012681,45.0,25.7,-0.084,-0.028,-0.047,-1.736,0.103,-0.072,0.113,-0.030,0.036,-0.018,0.897,-0.832,0.006,-0.014,0.394,-0.375,0.770,-0.413,-0.005,-0.012,-0.174,0.014,0.012,-0.008,0.009,-0.015,0.016,-0.052,572.563,11.122,0.015,-0.018,-0.154,-0.022,0.449,-0.464,0.041,-0.037,0.085,-0.028,0.046,-0.010,0.114,-0.010,-0.017,-0.004,1.165,0.000
530,198.4,0.272,0.266,0.108,0.097,83.1,49.2,50.7,0.001746,40.2,1.12,9.88,2.02,0.207786,0.001381,0.000002,0.009428,0.01263,45.0,25.7,-0.008,-0.067,-0.232,-2.806,0.054,-0.064,0.072,-0.075,0.010,-0.030,0.618,-1.267,0.008,-0.020,0.370,-0.720,0.087,-0.447,0.023,-0.016,-0.004,-0.322,-0.148,-0.020,0.009,-0.017,-0.104,-0.059,655.788,12.631,0.046,-0.028,-0.196,-0.034,0.583,-0.919,-0.020,-0.034,-0.027,-0.025,0.018,-0.015,0.056,-0.013,-0.012,-0.008,0.457,0.000
540,198.4,0.261,0.252,0.104,0.093,82.9,49.1,50.1,0.001477,40.4,1.12,9.76,2.00,0.207819,0.001365,0.000002,0.009452,0.012588,45.0,25.7,0.010,-0.091,-0.384,-3.817,-0.015,-0.074,0.111,-0.090,-0.007,-0.035,0.833,-1.621,0.037,-0.030,0.615,-0.974,-0.665,-0.419,-0.020,-0.016,0.318,-0.627,-0.305,-0.028,0.010,-0.021,-0.025,-0.074,681.987,13.259,0.080,-0.035,-0.201,-0.043,0.755,-1.383,0.000,-0.043,-0.004,-0.032,0.018,-0.019,0.035,-0.013,-0.002,-0.009,-0.050,0.000
550,198.3,0.258,0.252,0.091,0.092,83.1,49.2,52.8,0.001701,40.4,1.12,9.68,1.98,0.20773,0.001401,0.000002,0.00948,0.012604,45.0,25.7,-0.002,-0.111,-0.778,-4.840,0.071,-0.065,0.069,-0.072,-0.064,-0.041,0.988,-2.135,0.014,-0.033,0.588,-1.178,0.069,-0.405,-0.008,-0.016,0.540,-0.838,-0.437,-0.034,0.023,-0.017,-0.004,-0.060,705.337,13.764,0.095,-0.046,-0.200,-0.057,0.917,-1.894,0.006,-0.037,-0.016,-0.028,0.006,-0.025,-0.006,-0.014,-0.005,-0.007,0.658,0.000
560,198.4,0.253,0.251,0.091,0.090,83.1,49.2,51.0,0.001562,40.5,1.12,9.59,1.96,0.207768,0.001395,0.000002,0.00949,0.01255,45.0,25.7,0.086,-0.130,-1.005,-5.744,0.117,-0.072,0.236,-0.073,-0.016,-0.047,-0.363,-2.345,0.056,-0.038,0.420,-1.322,0.312,-0.620,-0.009,-0.015,0.656,-1.033,-0.536,-0.039,0.029,-0.016,-0.173,-0.055,731.337,13.670,0.115,-0.051,-0.192,-0.062,1.049,-2.375,0.011,-0.037,0.068,-0.028,0.000,-0.027,-0.016,-0.012,0.006,-0.008,0.733,0.000
570,198.4,0.251,0.255,0.096,0.093,83.2,49.3,50.7,0.001701,40.6,1.12,9.78,2.00,0.207761,0.001392,0.000002,0.009494,0.012544,45.0,25.7,0.095,-0.126,-1.559,-6.147,-0.084,-0.041,0.061,-0.068,-0.048,-0.037,-0.117,-2.271,0.026,-0.032,0.661,-1.416,-0.259,-0.389,-0.033,-0.011,0.995,-1.063,-0.584,-0.039,0.037,-0.011,0.022,-0.040,735.438,14.966,0.116,-0.049,-0.194,-0.061,1.133,-2.558,0.007,-0.022,-0.024,-0.017,0.019,-0.027,-0.012,-0.008,0.010,-0.003,0.402,0.000
580,198.4,0.263,0.264,0.107,0.094,82.9,49.1,53.5,0.001837,40.3,1.12,9.77,2.00,0.207663,0.001411,0.000002,0.009489,0.012537,45.0,25.7,0.046,-0.067,-0.750,-3.465,-0.031,-0.041,0.228,-0.023,-0.037,-0.018,0.289,-1.348,0.039,-0.018,0.508,-0.959,0.214,-0.165,-0.031,-0.005,0.717,-0.769,-0.401,-0.021,0.031,-0.003,0.001,-0.012,616.588,12.740,0.097,-0.029,-0.222,-0.036,0.712,-1.538,-0.023,0.001,-0.030,0.000,0.006,-0.016,0.023,-0.003,0.010,0.005,0.721,0.000
590,198.4,0.257,0.256,0.111,0.092,83.0,49.2,53.8,0.001837,40.4,1.12,9.79,2.00,0.20768,0.001407,0.000002,0.009438,0.0126,45.0,25.7,0.067,-0.027,-0.113,-1.060,0.029,-0.011,0.171,0.078,0.007,-0.009,-0.168,-0.496,0.027,-0.008,0.350,-0.385,0.155,0.012,0.014,0.002,0.300,-0.288,-0.136,-0.008,0.034,0.000,-0.084,0.002,529.788,10.498,0.004,-0.011,-0.205,-0.013,0.376,-0.493,0.092,0.007,0.051,0.006,0.016,-0.006,0.015,0.002,-0.012,0.002,0.505,0.000
600,198.4,0.262,0.256,0.097,0.089,83.2,49.3,52.3,0.001529,40.2,1.12,9.66,1.98,0.207731,0.001382,0.000002,0.009378,0.012592,45.0,25.7,0.004,0.007,-0.292,-0.038,0.027,0.014,0.106,-0.012,0.016,0.000,0.855,0.132,0.006,0.000,0.298,-0.048,0.204,-0.101,0.013,-0.002,-0.024,0.049,0.023,0.002,0.010,-0.002,-0.065,-0.006,550.862,11.573,0.008,0.003,-0.217,0.004,0.256,0.044,-0.040,-0.006,0.012,-0.004,0.017,0.002,0.013,0.002,-0.006,-0.001,0.502,0.000
610,198.4,0.259,0.255,0.103,0.090,83.2,49.3,53.3,0.002119,40.3,1.12,9.62,1.97,0.207706,0.001393,0.000002,0.009342,0.012626,45.0,25.7,-0.036,0.003,-0.046,0.445,0.041,0.008,-0.086,0.010,-0.005,0.003,-0.114,0.155,0.043,0.006,0.056,0.123,-0.360,0.040,-0.037,-0.001,-0.250,0.151,0.093,0.001,0.024,0.001,-0.017,0.002,522.113,10.489,-0.005,0.003,-0.258,0.004,0.143,0.220,-0.067,-0.004,-0.023,-0.003,0.033,0.002,0.060,0.001,-0.010,0.002,-0.304,0.000
620,198.4,0.257,0.259,0.105,0.090,82.8,49.1,52.1,0.002411,40.5,1.12,9.65,1.97,0.207717,0.00139,0.000002,0.009322,0.012691,45.0,25.7,-0.026,0.019,0.128,0.582,0.095,0.004,0.034,0.077,-0.020,0.006,0.907,0.298,0.021,0.005,0.071,0.167,0.803,0.051,-0.007,0.001,-0.117,0.168,0.087,0.006,0.011,0.001,0.000,0.004,498.950,9.979,-0.034,0.006,-0.171,0.008,0.136,0.272,0.018,-0.002,0.020,-0.001,0.004,0.003,0.061,0.003,0.005,0.001,0.874,0.000
630,198.4,0.262,0.253,0.104,0.091,83.1,49.2,53.8,0.002156,40.6,1.12,9.62,1.97,0.207665,0.001411,0.000002,0.009336,0.012648,45.0,25.7,-0.005,0.029,-0.010,0.621,0.043,0.008,0.017,0.021,-0.007,0.004,0.509,0.267,0.007,0.007,0.146,0.213,-0.663,0.011,0.007,-0.001,-0.259,0.170,0.116,0.009,0.024,-0.002,0.056,-0.007,493.825,9.970,-0.014,0.006,-0.182,0.007,0.120,0.262,0.061,0.015,-0.072,0.011,-0.002,0.003,0.011,0.002,-0.011,0.006,-0.517,0.000
640,198.4,0.263,0.249,0.108,0.091,82.8,49.0,53.4,0.002171,40.7,1.12,9.57,1.96,0.207674,0.001415,0.000002,0.009344,0.012716,45.0,25.7,-0.040,0.020,0.000,0.676,-0.008,-0.002,-0.115,-0.005,-0.024,0.010,-0.076,0.090,0.042,0.004,0.003,0.204,-0.037,-0.017,-0.014,0.000,-0.233,0.170,0.111,0.006,0.039,0.003,0.063,0.011,504.325,10.245,-0.019,0.002,-0.210,0.002,0.131,0.278,-0.026,0.015,-0.129,0.011,0.014,0.001,0.047,0.001,0.000,-0.005,-0.034,0.000
650,198.4,0.268,0.264,0.114,0.092,82.9,49.1,53.9,0.002172,40.8,1.12,9.60,1.96,0.20765,0.001422,0.000002,0.009347,0.012792,45.0,25.7,0.037,0.036,0.033,0.757,0.059,-0.001,-0.013,0.007,-0.038,0.008,-0.470,0.247,-0.024,0.006,0.206,0.168,-0.223,-0.017,0.026,-0.002,-0.264,0.172,0.121,0.011,-0.011,-0.001,-0.103,-0.004,499.700,10.304,-0.017,0.005,-0.288,0.007,0.102,0.306,-0.012,0.007,-0.020,0.005,0.038,0.003,0.046,0.002,-0.019,0.000,-0.017,0.000
660,198.4,0.262,0.260,0.100,0.091,83.0,49.2,53.1,0.002168,40.7,1.12,9.63,1.97,0.207667,0.001419,0.000002,0.009349,0.012887,45.0,25.7,0.019,0.025,0.108,0.596,0.027,-0.021,-0.035,0.086,0.043,0.006,0.111,0.220,0.032,0.004,0.079,0.199,-0.222,0.142,0.003,0.001,-0.201,0.199,0.118,0.008,0.038,0.001,-0.001,0.004,491.688,9.665,-0.033,0.005,-0.212,0.006,0.107,0.278,-0.003,0.011,-0.037,0.009,0.005,0.003,0.043,0.003,-0.019,-0.005,-0.144,0.000
670,198.4,0.254,0.257,0.093,0.090,82.9,49.1,54.1,0.00202,40.8,1.12,9.65,1.97,0.207643,0.001427,0.000002,0.009349,0.012868,45.0,25.7,-0.054,0.030,0.170,0.620,0.021,-0.025,-0.089,-0.015,0.035,0.007,0.259,0.314,0.004,0.004,0.089,0.129,0.001,0.003,-0.028,-0.002,-0.324,0.166,0.113,0.009,0.010,-0.003,-0.009,-0.009,491.325,10.025,-0.023,0.007,-0.217,0.008,0.097,0.311,-0.009,0.004,-0.031,0.003,0.020,0.004,0.053,0.004,-0.025,-0.003,0.090,0.000
680,198.4,0.271,0.264,0.097,0.091,82.8,49.0,53.1,0.002005,40.7,1.12,9.66,1.98,0.207685,0.001408,0.000002,0.009343,0.01272,45.0,25.7,0.004,0.024,0.055,0.619,-0.013,-0.014,0.201,0.015,0.012,0.007,1.063,0.125,-0.012,0.005,0.053,0.183,-0.025,0.044,0.001,-0.003,-0.386,0.186,0.121,0.008,-0.010,-0.002,-0.078,-0.008,487.300,9.943,-0.037,0.003,-0.246,0.003,0.103,0.260,-0.047,0.003,-0.057,0.002,0.021,0.001,0.033,0.000,-0.005,0.003,0.029,0.000
690,198.4,0.260,0.259,0.104,0.089,83.0,49.2,53.9,0.001932,40.7,1.12,9.75,1.99,0.207661,0.001414,0.000002,0.009338,0.012658,45.0,25.7,-0.055,0.016,-0.014,0.653,-0.023,-0.006,-0.020,-0.039,0.034,0.010,0.019,0.259,0.004,0.004,0.181,0.217,-0.004,0.026,-0.017,-0.005,-0.227,0.215,0.112,0.005,0.030,-0.002,-0.047,-0.008,485.400,9.693,-0.051,0.006,-0.224,0.007,0.126,0.302,0.046,0.012,-0.085,0.009,0.015,0.003,0.060,0.003,-0.006,0.009,0.178,0.000
700,198.4,0.260,0.262,0.111,0.089,82.8,49.1,52.6,0.002591,40.8,1.12,9.73,1.99,0.207699,0.0014,0.000002,0.009325,0.012614,45.0,25.7,-0.001,0.025,0.074,0.660,-0.030,0.010,-0.027,-0.012,0.045,0.008,1.128,0.196,-0.025,0.004,-0.040,0.182,-0.132,0.055,-0.032,-0.004,-0.498,0.198,0.135,0.008,-0.012,-0.002,0.106,-0.007,484.375,9.794,-0.021,0.004,-0.212,0.005,0.099,0.278,0.030,0.001,-0.016,0.001,0.007,0.002,0.045,0.004,-0.006,0.001,-0.172,0.000
710,265.6,0.267,0.265,0.114,0.093,83.0,49.2,53.9,0.002316,40.8,1.12,9.77,2.00,0.207676,0.001408,0.000002,0.009327,0.012642,45.0,25.7,0.038,0.021,0.145,0.724,0.064,-0.012,-0.114,0.007,-0.027,0.005,-0.441,0.196,-0.028,0.004,0.233,0.155,-0.051,0.010,0.025,0.002,-0.312,0.198,0.116,0.007,-0.004,0.002,-0.038,0.008,483.425,9.909,-0.008,0.004,-0.229,0.005,0.083,0.296,0.010,0.017,0.017,0.013,0.015,0.002,0.026,0.004,-0.030,0.004,0.182,0.000
720,398.3,0.274,0.265,0.101,0.092,83.4,49.4,53.3,0.002168,41.1,1.11,9.70,1.98,0.207687,0.001406,0.000002,0.009321,0.01266,45.0,25.7,-0.045,0.021,-0.031,0.571,0.085,0.013,-0.156,-0.085,0.023,0.008,-0.503,0.381,0.003,0.007,0.095,0.217,-0.108,0.007,0.001,0.003,0.227,0.184,0.107,0.007,0.005,0.001,-0.060,0.004,488.225,9.000,0.017,0.008,-0.240,0.010,0.118,0.284,-0.033,0.009,-0.015,0.007,0.014,0.004,0.055,0.003,-0.017,0.006,-0.012,0.000
730,398.3,0.276,0.255,0.106,0.092,83.1,49.2,54.2,0.002446,41.1,1.11,9.72,1.98,0.207666,0.001418,0.000002,0.009327,0.012723,45.0,25.7,-0.042,0.022,0.314,0.640,0.025,-0.006,-0.151,-0.022,-0.045,0.005,0.893,0.599,-0.002,0.006,-0.011,0.178,0.720,0.119,-0.036,-0.003,0.617,0.175,0.119,0.007,0.067,0.000,0.000,0.001,487.162,9.966,0.051,0.013,-0.191,0.016,0.117,0.302,0.031,0.019,-0.098,0.015,0.013,0.007,0.017,0.004,-0.003,-0.007,0.709,0.000
740,398.3,0.279,0.269,0.119,0.095,82.7,49.0,54.4,0.002236,41.0,1.11,9.77,2.00,0.207649,0.001426,0.000003,0.009333,0.012732,45.0,25.7,-0.028,0.025,0.096,0.719,0.025,-0.028,0.094,0.060,-0.020,0.004,0.703,0.531,-0.017,0.006,-0.145,0.217,0.088,-0.004,-0.056,-0.001,1.066,0.208,0.105,0.008,0.064,0.002,-0.009,0.006,483.025,9.288,0.054,0.012,-0.172,0.014,0.134,0.290,-0.031,0.009,-0.027,0.007,0.000,0.006,0.050,0.004,-0.005,-0.004,-0.056,0.000
750,398.3,0.275,0.267,0.124,0.095,83.0,49.2,53.7,0.002367,41.0,1.11,9.76,1.99,0.207669,0.001413,0.000003,0.009324,0.012733,45.0,25.7,-0.046,0.012,-0.077,0.731,-0.038,0.030,0.029,0.038,-0.017,0.007,-0.538,0.640,0.030,0.006,0.216,0.172,0.644,0.078,-0.019,-0.003,1.029,0.180,0.102,0.004,0.039,0.000,0.104,0.000,481.300,9.060,0.055,0.014,-0.214,0.017,0.113,0.280,-0.054,0.003,-0.054,0.002,0.024,0.007,0.050,0.003,-0.006,-0.008,0.860,0.000
760,398.2,0.271,0.264,0.119,0.094,82.9,49.1,53.0,0.002531,41.0,1.11,9.75,1.99,0.207704,0.001397,0.000004,0.009308,0.01275,45.0,25.7,-0.010,0.025,0.092,0.699,0.104,0.020,0.010,-0.019,0.029,0.004,0.288,0.712,0.044,0.007,-0.035,0.153,-0.047,0.073,0.011,0.002,1.067,0.197,0.095,0.008,0.042,0.001,0.076,0.003,483.675,8.773,0.093,0.016,-0.183,0.019,0.129,0.269,0.000,0.007,-0.038,0.005,0.008,0.008,0.044,0.004,0.001,-0.003,-0.082,0.000
770,398.3,0.273,0.273,0.114,0.095,83.2,49.3,53.2,0.002498,41.0,1.11,9.73,1.99,0.207698,0.001398,0.000004,0.009309,0.01276,45.0,25.7,-0.018,0.027,0.339,0.544,0.051,-0.011,-0.202,0.041,-0.018,0.007,-0.906,0.664,-0.001,0.004,0.007,0.208,0.539,-0.037,-0.053,0.000,0.809,0.199,0.118,0.008,0.047,-0.003,0.010,-0.011,482.737,8.257,0.070,0.014,-0.206,0.018,0.135,0.264,-0.115,0.003,0.056,0.002,0.012,0.008,0.091,0.005,0.000,0.002,0.546,0.000
780,398.3,0.267,0.249,0.122,0.094,83.2,49.3,54.1,0.002505,41.0,1.11,9.74,1.99,0.207668,0.00141,0.000004,0.009314,0.012797,45.0,25.7,0.050,0.023,-0.024,0.644,0.069,0.003,0.094,0.000,0.038,0.009,-0.122,0.456,0.049,0.003,0.018,0.130,0.007,0.059,0.017,0.007,0.798,0.209,0.101,0.007,0.033,0.003,0.068,0.009,482.712,8.191,0.044,0.010,-0.194,0.012,0.144,0.286,-0.060,0.002,-0.012,0.002,0.007,0.005,0.037,0.003,0.003,0.007,0.025,0.000
790,398.3,0.270,0.259,0.121,0.094,83.0,49.2,52.8,0.002808,40.9,1.12,9.78,2.00,0.207713,0.001392,0.000003,0.009297,0.012811,45.0,25.7,0.032,0.016,0.130,0.644,0.026,-0.037,0.211,-0.016,0.018,0.007,-0.828,0.464,0.026,0.005,-0.114,0.144,-0.360,0.009,-0.034,0.000,0.700,0.208,0.108,0.005,0.036,-0.001,0.026,-0.003,480.638,7.642,0.064,0.010,-0.190,0.012,0.147,0.237,-0.040,0.001,-0.023,0.001,0.002,0.005,0.078,0.003,-0.007,0.004,-0.474,0.000
800,398.3,0.272,0.252,0.118,0.095,82.9,49.2,53.2,0.002617,40.8,1.12,9.71,1.98,0.20769,0.001399,0.000003,0.009296,0.012857,45.0,25.7,0.039,0.023,0.041,0.592,-0.025,0.023,0.071,0.019,0.005,0.006,0.261,0.404,0.023,0.006,0.064,0.184,-0.312,-0.041,-0.013,-0.002,0.728,0.181,0.092,0.007,0.042,-0.002,-0.112,-0.009,478.362,7.585,0.056,0.009,-0.228,0.011,0.157,0.252,0.015,0.010,-0.049,0.008,0.021,0.005,0.025,0.004,-0.015,0.004,-0.249,0.000
810,398.3,0.273,0.254,0.116,0.095,83.2,49.3,52.3,0.002366,40.9,1.12,9.77,2.00,0.207727,0.001384,0.000003,0.009283,0.012783,45.0,25.7,0.039,0.027,0.271,0.729,0.034,0.034,0.055,0.062,0.000,0.006,0.530,0.489,0.032,0.005,-0.041,0.143,-0.200,0.078,-0.005,-0.004,0.550,0.214,0.085,0.008,0.018,0.000,-0.036,-0.001,482.475,8.072,0.035,0.011,-0.220,0.013,0.135,0.269,0.003,0.002,-0.030,0.002,0.014,0.006,0.043,0.003,-0.002,-0.001,-0.241,0.000
820,398.3,0.263,0.244,0.110,0.093,82.8,49.1,52.1,0.002697,41.0,1.11,9.80,2.00,0.20772,0.001386,0.000003,0.009282,0.012715,45.0,25.7,0.000,0.034,0.066,0.699,-0.038,0.015,0.076,-0.035,-0.043,0.007,-1.123,0.598,0.050,0.006,-0.166,0.209,0.350,0.054,-0.001,0.000,0.645,0.189,0.104,0.011,0.011,-0.002,-0.036,-0.006,487.700,8.412,0.027,0.013,-0.223,0.016,0.137,0.270,0.001,-0.002,-0.002,-0.001,0.025,0.007,0.069,0.002,-0.010,0.001,0.184,0.000
830,398.3,0.269,0.252,0.103,0.093,83.0,49.2,54.4,0.002591,40.9,1.12,9.74,1.99,0.207665,0.001411,0.000003,0.00931,0.012654,45.0,25.7,0.045,0.017,0.102,0.509,-0.002,-0.026,0.049,0.032,0.036,0.005,1.679,0.439,0.047,0.003,0.134,0.173,0.422,-0.022,-0.013,0.004,0.638,0.219,0.119,0.005,0.059,0.003,0.068,0.010,484.238,8.515,0.060,0.010,-0.210,0.012,0.161,0.259,0.051,0.005,-0.007,0.003,0.014,0.005,0.078,0.002,0.006,-0.002,0.556,0.000
840,398.3,0.255,0.246,0.098,0.089,83.4,49.5,53.7,0.00236,41.0,1.11,9.72,1.99,0.207688,0.001406,0.000003,0.009308,0.012635,45.0,25.7,0.051,0.008,0.022,0.487,0.058,-0.018,0.098,-0.101,0.015,0.003,1.111,0.540,0.017,0.003,0.261,0.204,-0.093,-0.119,-0.012,0.001,0.523,0.225,0.111,0.003,0.028,0.001,-0.066,0.005,485.275,8.464,0.041,0.012,-0.218,0.014,0.136,0.260,-0.043,0.004,-0.062,0.003,0.015,0.006,0.036,0.004,-0.007,0.005,0.168,0.000
850,398.3,0.264,0.245,0.104,0.089,83.6,49.6,52.7,0.002686,40.7,1.12,9.75,1.99,0.207709,0.001395,0.000003,0.009303,0.012644,45.0,25.7,0.005,0.026,0.288,0.542,-0.050,-0.028,0.195,0.002,0.030,0.005,0.400,0.499,0.036,0.005,0.138,0.106,-0.001,-0.070,0.020,-0.005,0.640,0.207,0.098,0.008,0.029,-0.005,-0.024,-0.019,478.075,8.754,-0.015,0.011,-0.215,0.013,0.142,0.277,-0.055,-0.009,0.015,-0.006,0.031,0.006,0.048,0.002,0.004,-0.003,0.138,0.000
860,398.3,0.264,0.256,0.106,0.092,83.4,49.5,52.9,0.002409,40.8,1.12,9.76,2.00,0.207708,0.001397,0.000003,0.009295,0.012675,45.0,25.7,-0.022,0.024,0.080,0.524,0.073,-0.001,-0.156,0.009,0.030,0.004,0.924,0.561,0.013,0.004,-0.033,0.139,0.051,0.032,0.006,-0.003,0.515,0.210,0.106,0.008,0.030,0.000,-0.041,0.000,483.125,9.299,0.050,0.012,-0.230,0.015,0.125,0.281,0.045,-0.001,-0.068,-0.001,0.020,0.007,0.062,0.001,-0.022,0.000,0.019,0.000
